source,data_type,url,title,strain,confirmed_cases,confirmed_deaths,country,state_province,published_date,collected_at,case_fatality_rate,source_file
WHO_DON,official_don_report,https://www.who.int/emergencies/disease-outbreak-news/item/2026-DON599,"Hantavirus cluster linked to cruise ship travel, Multi-country",Andes,,,Multi-country,,,2026-05-07T14:35:45.105483,,hantavirus_raw_2026-05-07_1400.csv
