source,title,summary,url,published_date,collected_at,confirmed_cases,confirmed_deaths,country,state_province,strain,data_type
WHO_DON,"Hantavirus cluster linked to cruise ship travel, Multi-country","On 2 May 2026, WHO received notification from the National International Health Regulations (2005) (IHR) Focal Point of the United Kingdom of Great Britain and Northern Ireland (hereafter referred to as the United Kingdom) regarding a cluster of severe acute respiratory illness, including two deaths and one critically ill passenger, aboard a Dutch-flagged cruise ship. On 2 May 2026, laboratory testing conducted in South Africa confirmed hantavirus infection in one patient who is critically ill and in intensive care. On 3 May, one additional death was reported. A further three suspected cases remain on board. As of 4 May, a total of seven (two confirmed and five suspected) cases, including three deaths, have been reported.The vessel departed Ushuaia, Argentina, on 1 April 2026 and followed ",https://www.who.int/emergencies/disease-outbreak-news/item/2026-DON599,,2026-05-07T09:37:52.291347,,,Multi-country,,Andes,official_don_report
